"","substanceBXH","geneSymbol","moduleColor","GS.Activity_score","p.GS.Activity_score","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.blue","p.MM.blue","MM.turquoise","p.MM.turquoise"
"PTGIS","PTGIS","PTGIS","brown",0.412955711687075,1.82924115306788e-16,0.669268513536926,9.28858227149318e-49,0.157066990406426,0.00261965493548474,0.171728700444242,0.000987292755554894,0.331947199351725,7.74531406390753e-11
"CDCP1","CDCP1","CDCP1","brown",0.412683914695586,1.92251949965756e-16,0.643742716963496,4.26847709420013e-44,0.499744800161758,1.86150611671652e-24,0.505481108656996,4.53779436443005e-25,0.410704948535762,2.7577127248365e-16
"NPC2","NPC2","NPC2","brown",0.410905519364579,2.65898994419518e-16,0.521485741743884,7.6534727194855e-27,0.342134050051434,1.8442971199549e-11,0.569841144488134,8.22136586029713e-33,0.360184586968063,1.27190156868879e-12
"IER3","IER3","IER3","brown",0.40900003316597,3.75578029539822e-16,0.611990151572561,6.98569986277021e-39,0.397251786563343,3.00962489952847e-15,0.477948910855692,3.13668895344729e-22,0.45935723257633,1.87830554607284e-20
"CEACAM3","CEACAM3","CEACAM3","brown",0.407223332245467,5.17233156216721e-16,0.479331966502343,2.29018017875787e-22,0.25575301632505,7.34576251363586e-07,0.276991409199539,7.47439849781887e-08,0.225964192358067,1.30815699106927e-05
"BGN","BGN","BGN","brown",0.406659418570314,5.72303979046581e-16,0.662212883226477,2.00689580073831e-47,0.297744492915968,6.59292642027361e-09,0.244954661696287,2.17819530238908e-06,0.272966330326227,1.17029762215514e-07
"COL13A1","COL13A1","COL13A1","brown",0.404711900845245,8.10475524028774e-16,0.682644829048911,2.15920105380148e-51,0.315616939701359,6.93707212929527e-10,0.353063964845517,3.7278226725486e-12,0.386586759079942,1.85566078360901e-14
"FLNA","FLNA","FLNA","brown",0.404199432498406,8.87850046906799e-16,0.815443902196821,3.29143126308958e-88,0.263230404324773,3.36053900392926e-07,0.481522366745535,1.38756968327947e-22,0.664007506708612,9.2580596821506e-48
"EZR","EZR","EZR","brown",0.402442249490545,1.21228424489482e-15,0.632164035902402,3.99902381313586e-42,0.415164351826952,1.21904586751886e-16,0.516134372984429,3.07004676869485e-26,0.463850868024199,7.14636191920975e-21
"TRAF1","TRAF1","TRAF1","brown",0.401688605405704,1.38475824569966e-15,0.67016419192201,6.25027511850901e-49,0.169916013121645,0.00111870904381526,0.419061891116233,5.91296856032151e-17,0.588176539559511,2.41628554916269e-35
"CXCL1","CXCL1","CXCL1","brown",0.400752897568513,1.6326591091689e-15,0.570441174311993,6.83263126433776e-33,0.338115605834544,3.26888753569328e-11,0.399438550559495,2.05578848721456e-15,0.335227644454113,4.90725621218635e-11
"PPP1R15A","PPP1R15A","PPP1R15A","brown",0.396790467182747,3.26044958018769e-15,0.615197192053635,2.21012763008443e-39,0.305257450201079,2.60626634009712e-09,0.482030181306671,1.23475240131776e-22,0.507247528932104,2.92232645168475e-25
"FGFR1","FGFR1","FGFR1","brown",0.396633955747525,3.35011650842499e-15,0.723277667445599,2.45928214058776e-60,0.354306391578531,3.09606876707297e-12,0.422128758552349,3.32409027579166e-17,0.507368519708853,2.83528998931098e-25
"TAP1","TAP1","TAP1","brown",0.394817228275214,4.58532986123905e-15,0.621660392485117,2.0870717620548e-40,0.0263496983883314,0.615828837828708,0.437578398700394,1.66770867391511e-18,0.675853244794051,4.8851438432604e-50
"CXCL8","CXCL8","CXCL8","brown",0.392940909017259,6.32812756451706e-15,0.565550326487023,3.05353605906296e-32,0.231035114593696,8.22457978482907e-06,0.35267948045499,3.94766490765153e-12,0.406774378740476,5.60629266249957e-16
"TLR4","TLR4","TLR4","brown",0.391827222693724,7.6541258772095e-15,0.610738630464441,1.09069337669599e-38,-0.153600093317942,0.0032616599639392,0.11003041833679,0.0356144841975459,0.460843368021842,1.36664154438751e-20
"MAP1LC3C","MAP1LC3C","MAP1LC3C","brown",0.389058785647233,1.2244126389637e-14,0.49767130687942,3.08048140768522e-24,0.105959303301544,0.0430623700335423,0.140322057865156,0.00725405962724244,0.239086222666868,3.8516564837898e-06
"ENDOD1","ENDOD1","ENDOD1","brown",0.387519595668813,1.58685555235888e-14,0.700832736289684,3.29863521418899e-55,0.214621589229605,3.55644358105561e-05,0.302684911256388,3.59194248410942e-09,0.492601937087298,1.04039432475763e-23
"F2R","F2R","F2R","brown",0.387010441072533,1.72845581887967e-14,0.744445862923987,1.16919618390313e-65,0.0463395908388948,0.377369065488459,0.20153780377448,0.000105742811162103,0.588913159430825,1.89690986421826e-35
"TWIST1","TWIST1","TWIST1","brown",0.381769173268557,4.13103343140083e-14,0.597031244865891,1.26388306759822e-36,0.437091716402018,1.83687807027043e-18,0.39117859003447,8.54814076567339e-15,0.287132760286614,2.33856812405542e-08
"HGF","HGF","HGF","brown",0.38021834736244,5.33002414031265e-14,0.55807072131542,2.8741255420268e-31,0.123766604966731,0.0180033633598131,0.178892915946428,0.000595268946205352,0.276402262337486,7.98497285900508e-08
"LGALS3","LGALS3","LGALS3","brown",0.373508944799057,1.58051454071277e-13,0.532345956863136,4.22796092150096e-28,0.372133432790599,1.96897051109856e-13,0.363301146870978,7.87705075226629e-13,0.25203884585673,1.07360163082904e-06
"ARRB2","ARRB2","ARRB2","brown",0.369259503087182,3.1059242918678e-13,0.516586235741041,2.73285201186598e-26,0.515413463052748,3.69490730377132e-26,0.574625628594526,1.86036826452288e-33,0.341277735534363,2.08497224316878e-11
"NOX4","NOX4","NOX4","brown",0.368424021087171,3.54298369165059e-13,0.573248020584542,2.8608758286266e-33,0.296935827603233,7.2740721971925e-09,0.345842975339893,1.07948892548726e-11,0.35746397455263,1.92425285827243e-12
"THBS1","THBS1","THBS1","brown",0.367073337209733,4.37982777282824e-13,0.593411694673578,4.26886597218923e-36,0.102897354929274,0.0494924082514818,0.232747461853846,7.01484611681012e-06,0.478482315563086,2.77882722206492e-22
"FEZ1","FEZ1","FEZ1","brown",0.365866790267263,5.28875711459091e-13,0.599269461751258,5.9083146490995e-37,0.185209825495464,0.000374950976970533,0.311455109722095,1.18794375060451e-09,0.349287789241075,6.52234669855569e-12
"VAMP8","VAMP8","VAMP8","brown",0.356234977636141,2.31700800089016e-12,0.322899301626153,2.65225823946608e-10,0.467377461554432,3.31400375919136e-21,0.411755019045682,2.27794011874847e-16,0.023831432409335,0.649971611003403
"HYAL1","HYAL1","HYAL1","brown",-0.352914519496847,3.81181509054502e-12,-0.424921267345492,1.95742661660782e-17,-0.502322429572659,9.90453744505751e-25,-0.357628809540932,1.87679437932376e-12,-0.161319977985826,0.00199002707222352
"CCN1","CCN1","CCN1","brown",0.352892922756366,3.82410485114864e-12,0.55668206244923,4.33094956075586e-31,-0.0527188391900174,0.315168553347792,0.123606863080264,0.0181535050754144,0.378933264821728,6.57644364155925e-14
"HK2","HK2","HK2","brown",0.35236360517375,4.13770465444558e-12,0.508548036565299,2.11012672635992e-25,0.388592020074917,1.32476681724483e-14,0.40986956801506,3.20905111695793e-16,0.361062849771399,1.11183831203669e-12
"ITPR3","ITPR3","ITPR3","brown",0.350512672057508,5.44444112775967e-12,0.730103708916957,5.36537621594517e-62,0.424650161955705,2.06113801620782e-17,0.56582901253259,2.80571401106045e-32,0.652836667301071,1.04935651026886e-45
"CTSL","CTSL","CTSL","brown",0.349283679705982,6.52629218252053e-12,0.440938450461215,8.52273445908094e-19,0.169081656521657,0.00118445486502845,0.357803987521069,1.82761136482252e-12,0.315841539854592,6.73698123865435e-10
"FYN","FYN","FYN","brown",0.348922887781066,6.88191317276701e-12,0.47455284432435,6.74954961523638e-22,-0.210265163494657,5.15067862437732e-05,-0.0406468555278306,0.438804575045654,0.272820593569883,1.18929009919346e-07
"CAMP","CAMP","CAMP","brown",0.348220629786566,7.62914515170135e-12,0.381397102867389,4.39201791498355e-14,0.179893440773545,0.000553805528441293,0.163347912431566,0.00174147328127056,0.148269657223388,0.00453008956814581
"NR4A3","NR4A3","NR4A3","brown",0.346829691358484,9.35007876795937e-12,0.408820672429347,3.87943661765696e-16,-0.140218179239793,0.00729774776512927,-0.0348439467880788,0.506939418879296,0.235920191885071,5.20717055298542e-06
"TF","TF","TF","brown",-0.346490439738545,9.82415627862635e-12,-0.472043936843018,1.18240728231719e-21,-0.420467724165532,4.54426181697414e-17,-0.312725973953202,1.00888422945418e-09,-0.215020322285845,3.43660122572736e-05
"BMP5","BMP5","BMP5","brown",0.345468719305506,1.13980373357391e-11,0.539510501413878,5.90431368328335e-29,0.0862914614080239,0.0997611262138967,0.13337621054106,0.0107471388469911,0.292111094101572,1.29955526505001e-08
"UCHL1","UCHL1","UCHL1","brown",0.34481629413852,1.25290051727186e-11,0.475694032752043,5.22222747748077e-22,0.460063958096832,1.61499791611181e-20,0.467284824806185,3.38196430136966e-21,0.228238865601226,1.0636987029881e-05
"OSBPL7","OSBPL7","OSBPL7","brown",0.343348050807535,1.54892647229978e-11,0.647596317375736,9.01598578220038e-45,0.484525710384008,6.93935060792567e-23,0.589152606378583,1.75317078231875e-35,0.48069700600413,1.67663168599085e-22
"BCL3","BCL3","BCL3","brown",0.342381705146342,1.77989509196012e-11,0.476264372041538,4.59213369426745e-22,0.266252645965512,2.43297944049957e-07,0.416954705201449,8.75369485808652e-17,0.279658477595004,5.53119109246947e-08
"GLI2","GLI2","GLI2","brown",0.341907492984949,1.905199063695e-11,0.605599998300419,6.65580254040638e-38,0.182927052360397,0.000443891936724794,0.260880019763695,4.30823952786684e-07,0.400432151338943,1.72726965773772e-15
"SYNPO2","SYNPO2","SYNPO2","brown",0.340096640309223,2.46777901370883e-11,0.574396200418816,1.99887990866732e-33,-0.159349653700945,0.00226217291824102,-0.0999165493105647,0.0565037254774622,0.297876052944885,6.48812250385613e-09
"NOD2","NOD2","NOD2","brown",0.339122961578088,2.83415618831003e-11,0.528827010931836,1.09305288528643e-27,0.160451917573882,0.0021060092707003,0.383040714596263,3.34872438418726e-14,0.448026885129758,2.01757022103261e-19
"COL4A2","COL4A2","COL4A2","brown",0.33887938421132,2.93379724730345e-11,0.713148536410672,5.83337227961141e-58,0.188312612168789,0.000297134140780697,0.307821905400647,1.88708646843494e-09,0.535450896100554,1.81183342965715e-28
"ZC3H12A","ZC3H12A","ZC3H12A","brown",0.338768731124182,2.98018264701107e-11,0.508160061494869,2.32574092944615e-25,0.134742652803263,0.00996078340326668,0.313549948990998,9.07104328811469e-10,0.43081971377585,6.29257757265599e-18
"ITPRIP","ITPRIP","ITPRIP","brown",0.338331918038614,3.1703744233836e-11,0.556378027914646,4.73652890851073e-31,-0.197123481979847,0.000150418716622515,0.0343569347632223,0.512899180713962,0.440383029774756,9.52784331613585e-19
"SPIB","SPIB","SPIB","brown",0.337928455058067,3.35652203697429e-11,0.505441965482635,4.58212866197066e-25,0.393304114350845,5.94651876699535e-15,0.417353852061893,8.12846385829721e-17,0.344291404394372,1.35176854400524e-11
"EDIL3","EDIL3","EDIL3","brown",0.334161867126964,5.69494444832625e-11,0.644950098688709,2.62876686084853e-44,0.237951930278784,4.29312048505767e-06,0.329928002123862,1.02298898981534e-10,0.466553334268032,3.96907333831093e-21
"CEMIP","CEMIP","CEMIP","brown",0.333997009209535,5.82730413862961e-11,0.548603724730349,4.53047582074783e-30,0.14124917242327,0.00687437770256245,0.265308941434207,2.69230817299505e-07,0.388746078765911,1.29078436419742e-14
"LAMC2","LAMC2","LAMC2","brown",0.328410847582044,1.25915296343543e-10,0.621987431661348,1.84944401364694e-40,0.361864976946438,9.82961782937909e-13,0.386933830825894,1.75080641676693e-14,0.444166290005336,4.44065010821795e-19
"NLRP1","NLRP1","NLRP1","brown",0.325765467767744,1.80376776374756e-10,0.467025919085344,3.57926826829981e-21,-0.0403163077668771,0.442539314395287,0.144778807683134,0.00558634685155516,0.380848901285621,4.80620511467191e-14
"CRYAB","CRYAB","CRYAB","brown",0.324859051973031,2.03855115652914e-10,0.412767091152905,1.89348897050574e-16,0.244000810701961,2.39200214636412e-06,0.253604705368301,9.15536519061925e-07,0.113749353304388,0.0297968128915811
"BLK","BLK","BLK","brown",0.324041356802587,2.27567421217375e-10,0.342867290375491,1.65992299180677e-11,-0.0783048457106047,0.13539162174237,-0.0215896745315917,0.680996808691159,0.120425144598357,0.0213798667409844
"EMP1","EMP1","EMP1","brown",0.322638369499414,2.74644993081048e-10,0.589200652216819,1.72565485845617e-35,-0.152709398868167,0.00344817165522806,-0.0347463208297794,0.508131195840325,0.412634226806198,1.94006974412397e-16
"CDH3","CDH3","CDH3","brown",0.322402583024773,2.83435684792788e-10,0.505178601737626,4.89173366365246e-25,0.336179894517433,4.29401960375151e-11,0.27669942034394,7.72337963063741e-08,0.257182351665678,6.33764377255518e-07
"PLAT","PLAT","PLAT","brown",0.321768036999737,3.08474172789883e-10,0.652819114012522,1.05701922899342e-45,0.0796964579326084,0.128562664862799,0.119155342617478,0.0228000722354986,0.425885293224198,1.62851809946296e-17
"CCN2","CCN2","CCN2","brown",0.320264592701682,3.76689399885565e-10,0.583572772599107,1.08135870318749e-34,0.156517459854571,0.00271306437841967,0.204005731378183,8.65442875153532e-05,0.398714592149003,2.33300732242902e-15
"HSPB8","HSPB8","HSPB8","brown",0.319130056240495,4.37663731891937e-10,0.46124840312468,1.25284166591374e-20,0.249956982088304,1.32464313712057e-06,0.282546688779317,3.97787599107521e-08,0.218937633929377,2.44568039649045e-05
"SFRP1","SFRP1","SFRP1","brown",0.317425953577765,5.47641805111962e-10,0.609333638704575,1.7943110967279e-38,0.122223343900973,0.019500205452956,0.143803915542741,0.00591845580317377,0.326646551942977,1.60086868203421e-10
"TSPO","TSPO","TSPO","brown",0.317073346075178,5.73541247608721e-10,0.440163064414538,9.95736216286054e-19,0.383496437956759,3.10530258166103e-14,0.468734039627685,2.46004430013656e-21,0.197701378697724,0.00014369889368754
"TIGAR","TIGAR","TIGAR","brown",0.316463402161504,6.21178970315527e-10,0.58364630284202,1.05598152489109e-34,0.144946840908284,0.00553082696266127,0.21354947769313,3.8985777576749e-05,0.458692723104202,2.16422992922161e-20
"F2","F2","F2","brown",-0.315008008254438,7.50903927256837e-10,-0.465811196043277,4.66713842132325e-21,-0.444925223469424,3.80572261812003e-19,-0.402471297389941,1.20607662604296e-15,-0.260833645183121,4.32930414384656e-07
"BMPR1B","BMPR1B","BMPR1B","brown",0.313884329613887,8.68709545999228e-10,0.487107210374381,3.80424957878166e-23,0.332863507020982,6.8220252450364e-11,0.309483505363044,1.52830010122009e-09,0.255185243528385,7.7874774335964e-07
"LZTS1","LZTS1","LZTS1","brown",0.313842468581308,8.73428321416025e-10,0.679625490124465,8.73016281627267e-51,0.250607441691151,1.24071810901893e-06,0.328510325163694,1.24216406339537e-10,0.518885074116579,1.50792359254085e-26
"QSOX1","QSOX1","QSOX1","brown",0.313113308001495,9.59729387937108e-10,0.595564809783799,2.0733598944542e-36,0.564723388202756,3.92350493231259e-32,0.459340341068579,1.88509026785739e-20,0.365998921443247,5.18085815057209e-13
"PLG","PLG","PLG","brown",-0.312686630825376,1.01401173664045e-09,-0.416368354786383,9.75867271055503e-17,-0.720502847871778,1.12695540302044e-59,-0.561519161986085,1.0295606916522e-31,-0.164172365421277,0.00164881598165505
"RAB34","RAB34","RAB34","brown",0.310111072901567,1.41081430541322e-09,0.480722274197197,1.66695918699996e-22,0.614603699477615,2.73741960034423e-39,0.4401284781283,1.00266081634774e-18,0.18081599357394,0.000517963263797052
"SNCA","SNCA","SNCA","brown",0.308811080033605,1.66471493122649e-09,0.528827607943516,1.09287778614464e-27,0.323717393792323,2.37686140129183e-10,0.322722649973463,2.71567603596802e-10,0.298438301045623,6.05812244655619e-09
"TMEM102","TMEM102","TMEM102","brown",0.308239132343096,1.78998356273353e-09,0.551437124090818,2.00307522625475e-30,0.357337328144521,1.96151069878384e-12,0.458101952628535,2.45413893838916e-20,0.423068619897526,2.78295002960982e-17
"MUC1","MUC1","MUC1","brown",0.305593653523968,2.49868793639251e-09,0.527464871691993,1.57408261715337e-27,0.486441818229904,4.44393330744148e-23,0.490091297191679,1.88684802045546e-23,0.34483337523815,1.2498046072677e-11
"SLC11A1","SLC11A1","SLC11A1","brown",0.304718371532117,2.78820011375148e-09,0.410098189319636,3.078787267104e-16,0.321441841168204,3.22169601945401e-10,0.364470306407074,6.57226086376637e-13,0.19013197379247,0.000258803723555071
"IGF1R","IGF1R","IGF1R","brown",0.303922820999122,3.0793729235362e-09,0.641660495619036,9.79742870904679e-44,0.372807167745495,1.76826890834041e-13,0.410571253586265,2.82550778962261e-16,0.510849000641472,1.18196712056489e-25
"PLA2G15","PLA2G15","PLA2G15","brown",0.303706069373878,3.16368355758895e-09,0.52201781459632,6.65716078249825e-27,0.329204655730707,1.12964517250642e-10,0.562564358766904,7.52462371594456e-32,0.357894407588101,1.80271997923193e-12
"ANGPTL2","ANGPTL2","ANGPTL2","brown",0.298105769289636,6.30898118367092e-09,0.569333001732686,9.61315281806615e-33,0.0632528893675564,0.22800756732988,0.19998343996606,0.000119817568929239,0.438241427955673,1.46166300405153e-18
"NTRK1","NTRK1","NTRK1","brown",0.294897280201513,9.30746481653209e-09,0.436368466693406,2.11988320729803e-18,0.227127325384343,1.17715952310524e-05,0.28931379892319,1.81039179139769e-08,0.238529135974825,4.06276337382824e-06
"PTGDS","PTGDS","PTGDS","brown",0.293922786708285,1.04643174422323e-08,0.355191795458405,2.71096749704912e-12,0.34289717684285,1.65280242651517e-11,0.183805839829048,0.0004160643110323,0.0161083522822152,0.759061119341915
"IL13RA2","IL13RA2","IL13RA2","brown",0.292330110982473,1.26606456120302e-08,0.422558376313691,3.06498915212858e-17,0.153379014838003,0.00330707963764492,0.267431559029564,2.14264653303077e-07,0.241835599247437,2.95427942906047e-06
"LTF","LTF","LTF","brown",0.292204915054337,1.28510510422337e-08,0.419877738328587,5.07591754949291e-17,0.0198680776105441,0.705197008743247,0.0770715311809917,0.141674030355561,0.206655618608978,6.96065642226213e-05
"ITGA8","ITGA8","ITGA8","brown",0.291266273540552,1.43695348401148e-08,0.619084864947078,5.38024032300539e-40,0.0830385491637807,0.113252009716462,0.252330257748742,1.04233031805542e-06,0.515186461761939,3.91650605756465e-26
