"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MS4A7",0,8.35638691194877,0.492,0.006,0,"High","MS4A7"
"TYMP",0,2.49450272961381,0.719,0.234,0,"High","TYMP"
"SPI1",0,7.09055619231916,0.489,0.007,0,"High","SPI1"
"LYZ",0,7.38632744639847,0.492,0.01,0,"High","LYZ"
"CTSZ",0,2.64217044674489,0.646,0.164,0,"High","CTSZ"
"FCGRT",0,5.11167645726194,0.515,0.033,0,"High","FCGRT"
"PSAP",0,3.08688625341431,0.759,0.283,0,"High","PSAP"
"ANXA5",0,2.52635673147098,0.624,0.16,0,"High","ANXA5"
"LST1",0,5.91834673061477,0.53,0.067,0,"High","LST1"
"CTSB",0,4.49751800206473,0.52,0.062,0,"High","CTSB"
"SERPINA1",0,8.00274616499187,0.47,0.012,0,"High","SERPINA1"
"BASP1",0,3.51004566185729,0.502,0.048,0,"High","BASP1"
"RNASET2",0,2.18060711326247,0.699,0.246,0,"High","RNASET2"
"CFD",0,7.53907443039622,0.455,0.009,0,"High","CFD"
"PLAUR",0,5.06652670153259,0.508,0.067,0,"High","PLAUR"
"CTSS",0,3.2449536257958,0.753,0.316,0,"High","CTSS"
"CHCHD10",0,1.805636692807,0.605,0.169,0,"High","CHCHD10"
"TIMP1",0,3.9276110857097,0.595,0.165,0,"High","TIMP1"
"SOD2",0,3.6210388944369,0.597,0.173,0,"High","SOD2"
"BRI3",0,2.62233291024834,0.642,0.222,0,"High","BRI3"
"OTUD1",0,3.18879540762813,0.52,0.1,0,"High","OTUD1"
"GRN",0,3.75268723028117,0.456,0.043,0,"High","GRN"
"WARS",0,4.3388225405041,0.447,0.035,0,"High","WARS"
"FGL2",0,2.53783983228801,0.507,0.098,0,"High","FGL2"
"ANXA2",0,1.9862771585954,0.573,0.164,0,"High","ANXA2"
"CLEC7A",0,5.5533528696429,0.42,0.013,0,"High","CLEC7A"
"KLF4",0,3.60873203413887,0.466,0.061,0,"High","KLF4"
"CXCL16",0,5.46939893485392,0.42,0.015,0,"High","CXCL16"
"LY96",0,4.77063043275438,0.415,0.015,0,"High","LY96"
"LILRB2",0,7.24507229642074,0.399,0.003,0,"High","LILRB2"
"MAFB",0,5.26120522365559,0.417,0.023,0,"High","MAFB"
"CYBB",0,6.45204492227068,0.398,0.005,0,"High","CYBB"
"BID",0,2.44238019509036,0.524,0.132,0,"High","BID"
"C5AR1",0,7.93549727785416,0.395,0.004,0,"High","C5AR1"
"LGALS3",0,2.27500353199022,0.525,0.135,0,"High","LGALS3"
"PILRA",0,7.01515268125627,0.394,0.005,0,"High","PILRA"
"POU2F2",0,3.26043695544985,0.446,0.059,0,"High","POU2F2"
"FKBP2",0,1.63734816267475,0.564,0.183,0,"High","FKBP2"
"SMIM25",0,7.74156962174658,0.383,0.003,0,"High","SMIM25"
"THEMIS2",0,2.11171106665723,0.447,0.071,0,"High","THEMIS2"
"IL1B",0,7.67238929865376,0.397,0.022,0,"High","IL1B"
"FAM49A",0,2.28070428662695,0.455,0.081,0,"High","FAM49A"
"IFI30",0,4.23251414050331,0.404,0.03,0,"High","IFI30"
"CFP",0,7.75340769277606,0.373,0.003,0,"High","CFP"
"HSBP1",0,2.03512220355441,0.485,0.117,0,"High","HSBP1"
"CSF1R",0,7.70468084664072,0.367,0.002,0,"High","CSF1R"
"TIMP2",0,3.80547436228776,0.393,0.028,0,"High","TIMP2"
"CXCL8",0,6.52607359703657,0.379,0.019,0,"High","CXCL8"
"YBX3",0,1.33802004282543,0.484,0.124,0,"High","YBX3"
"PYCARD",0,2.08108517142241,0.534,0.175,0,"High","PYCARD"
"ASAH1",0,2.26132167567112,0.586,0.229,0,"High","ASAH1"
"SYNGR2",0,1.599667923168,0.488,0.136,0,"High","SYNGR2"
"LILRA5",0,8.39369909303426,0.35,0.001,0,"High","LILRA5"
"HCK",0,6.99469994791151,0.35,0.002,0,"High","HCK"
"SLC31A2",0,3.50078899648479,0.382,0.036,0,"High","SLC31A2"
"PECAM1",0,3.31474885318992,0.385,0.039,0,"High","PECAM1"
"MEF2C",0,2.9785827659062,0.372,0.027,0,"High","MEF2C"
"GSTO1",0,1.81889899789006,0.513,0.171,0,"High","GSTO1"
"LRRC25",0,7.01116045470457,0.345,0.003,0,"High","LRRC25"
"IFNGR2",0,3.55282575246556,0.369,0.027,0,"High","IFNGR2"
"TKT",0,2.10350850639733,0.575,0.235,0,"High","TKT"
"STXBP2",0,2.57860928414885,0.488,0.148,0,"High","STXBP2"
"FCN1",0,8.08795442917046,0.341,0.003,0,"High","FCN1"
"C19orf38",0,5.69880043484454,0.342,0.006,0,"High","C19orf38"
"HLA-DQB1",0,2.82839676981293,0.504,0.168,0,"High","HLA-DQB1"
"RNH1",0,1.35997246156706,0.532,0.201,0,"High","RNH1"
"TALDO1",0,1.48983079831491,0.518,0.187,0,"High","TALDO1"
"CSTB",0,2.13133235538042,0.621,0.294,0,"High","CSTB"
"AP1S2",0,2.14474195673501,0.427,0.101,0,"High","AP1S2"
"SLC7A7",0,7.06255039815287,0.327,0.002,0,"High","SLC7A7"
"TCF7L2",0,3.99409994447,0.346,0.023,0,"High","TCF7L2"
"TNFAIP2",0,6.86688223008844,0.323,0.004,0,"High","TNFAIP2"
"LYN",0,2.24360158080412,0.516,0.199,0,"High","LYN"
"HLA-DPA1",0,2.85045069773957,0.735,0.42,0,"High","HLA-DPA1"
"PRDX4",0,2.96429429273365,0.382,0.067,0,"High","PRDX4"
"TRIB1",0,2.72710098643559,0.36,0.045,0,"High","TRIB1"
"CD86",0,6.4505431194053,0.317,0.003,0,"High","CD86"
"NCF2",0,7.14525792495772,0.313,0.002,0,"High","NCF2"
"ATP2B1",0,1.59940577540179,0.549,0.239,0,"High","ATP2B1"
"SGK1",0,1.97440404548666,0.452,0.143,0,"High","SGK1"
"G0S2",0,6.61062409605337,0.321,0.012,0,"High","G0S2"
"TNFSF13B",0,3.7180380430029,0.337,0.028,0,"High","TNFSF13B"
"PHACTR1",0,4.59299232211772,0.321,0.013,0,"High","PHACTR1"
"S100A9",0,5.46110085640664,0.311,0.004,0,"High","S100A9"
"HLA-DRB1",0,2.81612870652,0.7,0.394,0,"High","HLA-DRB1"
"HMOX1",0,3.48361523590551,0.361,0.059,0,"High","HMOX1"
"SLC43A2",0,3.12274014350728,0.332,0.033,0,"High","SLC43A2"
"PELI1",0,1.69139341639424,0.413,0.114,0,"High","PELI1"
"MZB1",0,5.04006475898234,0.335,0.037,0,"High","MZB1"
"CPVL",0,7.43181327766682,0.301,0.004,0,"High","CPVL"
"IGSF6",0,5.6289867364729,0.307,0.01,0,"High","IGSF6"
"CTSH",0,3.79172197028172,0.313,0.018,0,"High","CTSH"
"ADA2",0,2.47896669714244,0.335,0.042,0,"High","ADA2"
"CKB",0,3.93598718719812,0.313,0.021,0,"High","CKB"
"RNF144B",0,6.02521814757476,0.296,0.005,0,"High","RNF144B"
"HLA-DMA",0,2.28837307142776,0.411,0.12,0,"High","HLA-DMA"
"LMO2",0,6.79258296311111,0.293,0.002,0,"High","LMO2"
"CDKN1C",0,2.15660171344046,0.384,0.095,0,"High","CDKN1C"
"HLA-DQA1",0,3.44146239396016,0.412,0.123,0,"High","HLA-DQA1"
"SLC2A6",0,4.15528401996894,0.301,0.015,0,"High","SLC2A6"
"CCDC88A",0,2.71032528998264,0.324,0.04,0,"High","CCDC88A"
"RNF130",0,1.87118698017842,0.394,0.112,0,"High","RNF130"
"BLVRB",0,2.40194770372809,0.391,0.109,0,"High","BLVRB"
"ATG3",0,1.56511975291579,0.399,0.118,0,"High","ATG3"
"CTSL",0,5.58747098260095,0.288,0.008,0,"High","CTSL"
"RNF13",0,1.82259989002757,0.369,0.09,0,"High","RNF13"
"UNC119",0,1.72430958204363,0.37,0.092,0,"High","UNC119"
"MNDA",0,5.4254579723526,0.285,0.007,0,"High","MNDA"
"GRINA",0,2.011623107386,0.346,0.071,0,"High","GRINA"
"UNC93B1",0,2.0315226253183,0.328,0.054,0,"High","UNC93B1"
"PTPN6",0,1.63601382502949,0.399,0.125,0,"High","PTPN6"
"HES4",0,1.71486342933541,0.444,0.172,0,"High","HES4"
"C20orf27",0,2.56160324097725,0.32,0.048,0,"High","C20orf27"
"JCHAIN",0,6.67644419132351,0.298,0.026,0,"High","JCHAIN"
"DERL3",0,5.5472736419654,0.282,0.01,0,"High","DERL3"
"ATP2B1-AS1",0,2.30959669773934,0.47,0.2,0,"High","ATP2B1-AS1"
"RRAS",0,2.67540628794289,0.313,0.046,0,"High","RRAS"
"S100A11",0,2.54251273198373,0.718,0.451,0,"High","S100A11"
"MPEG1",0,7.21759845401065,0.267,0.002,0,"High","MPEG1"
"COTL1",0,2.83513165974734,0.587,0.322,0,"High","COTL1"
"ITGAX",0,1.67695151590073,0.364,0.1,0,"High","ITGAX"
"SLC11A1",0,4.49740036420507,0.272,0.011,0,"High","SLC11A1"
"RAB32",0,4.43485136613651,0.277,0.016,0,"High","RAB32"
"NAMPT",0,2.27653777822174,0.599,0.343,0,"High","NAMPT"
"CUX1",0,1.83929934651691,0.325,0.07,0,"High","CUX1"
"TBXAS1",0,2.17794096224093,0.31,0.055,0,"High","TBXAS1"
"LILRB1",0,3.31183471620514,0.275,0.02,0,"High","LILRB1"
"NAGK",0,1.7887764906627,0.335,0.081,0,"High","NAGK"
"C9orf72",0,2.53055284536891,0.292,0.039,0,"High","C9orf72"
"CSTA",0,8.13206321001229,0.252,0.001,0,"High","CSTA"
"RAB10",0,1.57845862543903,0.335,0.085,0,"High","RAB10"
"RAB31",0,5.17700759544713,0.254,0.006,0,"High","RAB31"
"TMEM14C",0,1.59166527120507,0.346,0.098,0,"High","TMEM14C"
"C1QA",0,9.33924585522632,0.25,0.004,0,"High","C1QA"
"SNX10",0,2.33548733280237,0.319,0.075,0,"High","SNX10"
"SNX18",0,2.32458794531704,0.293,0.05,0,"High","SNX18"
"SNN",0,2.8277547376136,0.271,0.029,0,"High","SNN"
"MFSD12",0,2.20225008933676,0.285,0.043,0,"High","MFSD12"
"SMCO4",0,3.59372048779784,0.257,0.017,0,"High","SMCO4"
"RXRA",0,1.98389292687231,0.301,0.062,0,"High","RXRA"
"SH3BP2",0,1.84245657072226,0.301,0.07,0,"High","SH3BP2"
"IRAK3",0,2.95175166747546,0.261,0.032,0,"High","IRAK3"
"ODF3B",0,1.46528867751915,0.293,0.064,0,"High","ODF3B"
"MAPKAPK3",0,2.00290546671182,0.284,0.056,0,"High","MAPKAPK3"
"VPS35",0,1.5789345541282,0.304,0.076,0,"High","VPS35"
"NAAA",0,1.87780538220981,0.287,0.062,0,"High","NAAA"
"CD74",0,2.47584280411936,0.893,0.676,0,"High","CD74"
"ARSA",0,1.3190096787134,0.275,0.064,0,"High","ARSA"
"PRCP",0,1.68011984834962,0.276,0.066,0,"High","PRCP"
"ACOT9",0,1.60313578810471,0.255,0.056,0,"High","ACOT9"
"FTL",0,3.3091556316164,0.965,0.956,0,"High","FTL"
"CDKN1A",8.24926120313778e-298,1.14961278634857,0.505,0.192,1.71642377853688e-293,"High","CDKN1A"
"PPT1",8.77133531622246e-298,1.96223550897936,0.303,0.085,1.82505173924641e-293,"High","PPT1"
"C1orf162",4.44379786565618e-293,1.75181217759564,0.472,0.193,9.24621021907081e-289,"High","C1orf162"
"ATOX1",8.76677580515667e-291,1.42255480277382,0.459,0.16,1.82410304177895e-286,"High","ATOX1"
"HDLBP",6.48644304298744e-289,1.28737535258267,0.316,0.089,1.3496342039544e-284,"High","HDLBP"
"FGR",4.43159468108165e-288,1.48216192209915,0.359,0.116,9.22081905292658e-284,"High","FGR"
"LAMP2",1.77833368191961e-285,1.30498923592856,0.302,0.082,3.70017889197013e-281,"High","LAMP2"
"BACH1",8.78105148253371e-284,1.11948925751306,0.408,0.137,1.82707338197079e-279,"High","BACH1"
"SCPEP1",2.93950235168316e-281,1.36587098839768,0.275,0.072,6.11622254314716e-277,"High","SCPEP1"
"MGAT1",2.58226017309781e-280,1.09341054878724,0.505,0.191,5.37290874216461e-276,"High","MGAT1"
"FKBP1A",6.90862429462e-277,1.41622087003275,0.544,0.243,1.43747745698158e-272,"High","FKBP1A"
"CORO1B",1.26994886741091e-274,1.08321398289251,0.356,0.111,2.64238260842187e-270,"High","CORO1B"
"GDI2",2.20680040475095e-273,1.26862989468988,0.561,0.253,4.5916896021653e-269,"High","GDI2"
"AKR1A1",1.22105653747156e-270,1.24379589503616,0.369,0.117,2.54065233751707e-266,"High","AKR1A1"
"ADAM17",5.61431597300456e-265,1.22483803766368,0.295,0.085,1.16817072450306e-260,"High","ADAM17"
"SAT1",3.22423460498256e-261,1.9966119801239,0.856,0.804,6.70866494258722e-257,"High","SAT1"
"PFKL",1.05392084553132e-260,1.30008808338093,0.293,0.085,2.19289310329701e-256,"High","PFKL"
"EHBP1L1",6.14018782036463e-260,1.1760540118377,0.319,0.097,1.27758887978327e-255,"High","EHBP1L1"
"BCL2A1",1.10214901955914e-253,1.85070753963291,0.502,0.263,2.29324146499671e-249,"High","BCL2A1"
"MBD2",6.45548566176926e-253,1.06399255433087,0.358,0.118,1.34319290164433e-248,"High","MBD2"
"NDUFB5",1.54808234092995e-252,1.16894632837105,0.451,0.168,3.22109492677295e-248,"High","NDUFB5"
"OAS1",5.51478072666199e-250,1.49803148126856,0.272,0.078,1.14746042579656e-245,"High","OAS1"
"NCOA4",1.70131543660492e-249,1.52496096569491,0.268,0.075,3.53992702894386e-245,"High","NCOA4"
"EPN1",3.07935845572845e-247,1.12167606280127,0.265,0.073,6.40722113883418e-243,"High","EPN1"
"SSR3",7.05112988199776e-245,1.05147149600585,0.581,0.254,1.46712859454727e-240,"High","SSR3"
"ARRB2",3.57484200255534e-244,1.32097922689808,0.411,0.158,7.43817375471689e-240,"High","ARRB2"
"OAZ2",5.83067590320708e-239,1.5140319445709,0.254,0.072,1.2131887351803e-234,"High","OAZ2"
"PRDX1",2.26164124055338e-233,1.21092000458,0.706,0.351,4.70579692921942e-229,"High","PRDX1"
"GNG5",7.31484245060768e-232,1.1430126527254,0.713,0.415,1.52199926869794e-227,"High","GNG5"
"LGALS9",1.10732607525137e-228,1.53007735442288,0.29,0.091,2.30401336477553e-224,"High","LGALS9"
"NDUFB3",1.62769040052727e-228,1.22561163625583,0.383,0.136,3.3867354163771e-224,"High","NDUFB3"
"ACAA1",7.08149540762268e-228,1.02844391145466,0.393,0.144,1.47344674946405e-223,"High","ACAA1"
"SNX2",2.44022625920533e-225,1.34327395049657,0.296,0.094,5.07737877752854e-221,"High","SNX2"
"UBE2J1",1.15041974737024e-223,0.850446737090433,0.5,0.202,2.39367836835327e-219,"High","UBE2J1"
"PDLIM5",1.08509111088243e-221,1.24709523836166,0.26,0.077,2.25774907441308e-217,"High","PDLIM5"
"IGHG1",1.17876896501311e-217,7.1156680799482,0.396,0.205,2.45266458550277e-213,"High","IGHG1"
"HM13",1.84976442558309e-215,0.777817455637185,0.505,0.205,3.84880484031073e-211,"High","HM13"
"HLA-DPB1",1.82614829392944e-212,2.59258305201533,0.626,0.4,3.79966675517898e-208,"High","HLA-DPB1"
"CNDP2",2.3385570890608e-212,1.16767486083783,0.311,0.103,4.8658357352088e-208,"High","CNDP2"
"H2AFY",2.00583238284068e-211,1.19158237071935,0.491,0.222,4.1735354389766e-207,"High","H2AFY"
"ARPC5",8.22095056892127e-209,1.23065107036364,0.572,0.292,1.71053318487545e-204,"High","ARPC5"
"RAPGEF1",4.38315297886233e-208,0.93345321197464,0.334,0.115,9.12002640311885e-204,"High","RAPGEF1"
"TOR3A",6.30614319495153e-207,1.21561541979092,0.276,0.088,1.31211921457357e-202,"High","TOR3A"
"RGS10",6.6633740817216e-206,1.33883969869222,0.424,0.178,1.38644824518381e-201,"High","RGS10"
"FAM45A",1.806000563899e-204,1.05272545789611,0.288,0.095,3.75774537330464e-200,"High","FAM45A"
"C4orf48",1.89266672458396e-204,1.04981039102001,0.366,0.135,3.93807165384184e-200,"High","C4orf48"
"ITM2C",5.37093178161057e-202,1.59654477921209,0.296,0.109,1.11752977579971e-197,"High","ITM2C"
"CD79B",1.27256887104603e-201,0.807295053018313,0.304,0.102,2.64783404998548e-197,"High","CD79B"
"UBE2D1",5.70109997859417e-199,1.16822964044811,0.346,0.129,1.18622787254609e-194,"High","UBE2D1"
"TESC",2.21466102589368e-197,1.24084169249765,0.281,0.096,4.60804519657697e-193,"High","TESC"
"ATP6V0B",4.40982451646685e-196,0.984258405922776,0.658,0.348,9.17552187141257e-192,"High","ATP6V0B"
"MPC1",8.1802137612071e-196,0.852831319781518,0.349,0.126,1.70205707729436e-191,"High","MPC1"
"EVI2B",1.24112469324716e-195,0.875206816585777,0.565,0.268,2.58240814923937e-191,"High","EVI2B"
"ADI1",1.26584735523489e-194,1.24822425049191,0.303,0.103,2.63384859203725e-190,"High","ADI1"
"AP2S1",5.44569498420494e-194,1.08923950794271,0.509,0.231,1.13308575536352e-189,"High","AP2S1"
"FTH1",1.27678180509268e-192,1.91392027077615,0.976,0.99,2.65659990185635e-188,"High","FTH1"
"MED13L",3.12097811579094e-189,0.879091990221099,0.308,0.108,6.49381916552621e-185,"High","MED13L"
"NRARP",7.80911546393973e-187,1.34180524402042,0.251,0.083,1.62484265458194e-182,"High","NRARP"
"MTSS1",1.55492605829407e-185,1.20870775583993,0.36,0.148,3.23533464949248e-181,"High","MTSS1"
"PSEN1",9.29174912523866e-185,0.989160938637991,0.261,0.086,1.93333424048841e-180,"High","PSEN1"
"RBX1",1.61583389534458e-184,1.01115636242833,0.5,0.222,3.36206558604347e-180,"High","RBX1"
"PAG1",8.38511786475027e-183,0.966118848209974,0.328,0.124,1.74469147411859e-178,"High","PAG1"
"PABPC4",1.36743136171324e-182,0.756847457656879,0.54,0.246,2.84521443431673e-178,"High","PABPC4"
"NAP1L1",2.74387199379832e-182,1.42259035063421,0.663,0.509,5.70917445749616e-178,"High","NAP1L1"
"OAZ1",1.54827643814781e-181,0.903994376355606,0.896,0.825,3.22149878485414e-177,"High","OAZ1"
"LACTB",4.36865273390861e-180,0.856186745069497,0.303,0.108,9.08985574344365e-176,"High","LACTB"
"FAM96A",8.79052776366762e-180,0.923384882767379,0.257,0.083,1.82904511178632e-175,"High","FAM96A"
"IFITM3",8.89087657277631e-179,2.05067857398371,0.57,0.405,1.84992468849757e-174,"High","IFITM3"
"ARPC1B",2.79509221429517e-178,1.1416234781575,0.571,0.336,5.81574837028396e-174,"High","ARPC1B"
"CAT",5.54063872091511e-178,1.24462427714038,0.277,0.097,1.15284069866081e-173,"High","CAT"
"VSIR",2.09210599917846e-176,1.01899498920895,0.552,0.29,4.35304495249062e-172,"High","VSIR"
"LEPROT",1.59992875589773e-175,1.03574709136588,0.273,0.094,3.3289717623964e-171,"High","LEPROT"
"NCF1",3.74510700202166e-175,1.28543302431531,0.258,0.087,7.79244413910647e-171,"High","NCF1"
"SKAP2",9.26305606909146e-172,0.959400113152653,0.304,0.111,1.92736407629586e-167,"High","SKAP2"
"GBP1",2.83208922677276e-167,1.51735105823396,0.27,0.099,5.89272805414607e-163,"High","GBP1"
"ERGIC3",6.26754423770686e-167,0.599389213094227,0.389,0.155,1.30408792953967e-162,"High","ERGIC3"
"ZYX",7.59165657145747e-167,0.932018537579088,0.31,0.117,1.57959598282315e-162,"High","ZYX"
"CHP1",5.75119758200376e-162,0.703216913085333,0.278,0.099,1.19665168088752e-157,"High","CHP1"
"PGLS",2.10371761737069e-160,0.90397614345669,0.497,0.244,4.3772052464632e-156,"High","PGLS"
"PQLC1",1.70779216935036e-159,0.886117173558506,0.266,0.094,3.5534031667673e-155,"High","PQLC1"
"NENF",1.83430018365139e-158,0.988976654308173,0.302,0.113,3.81662839212344e-154,"High","NENF"
"FAM110A",2.45221680208033e-158,1.27568918490345,0.254,0.092,5.10232750008855e-154,"High","FAM110A"
"CNPY3",9.53935214902252e-158,0.858723170665333,0.433,0.193,1.98485300164711e-153,"High","CNPY3"
"RNF149",3.15135472651686e-156,0.718086525642908,0.44,0.196,6.55702377946362e-152,"High","RNF149"
"ATP6V0D1",1.27928507135774e-155,0.754262219557295,0.458,0.212,2.66180844797405e-151,"High","ATP6V0D1"
"NEAT1",2.26857821843061e-155,1.28655705470269,0.824,0.928,4.72023069908857e-151,"High","NEAT1"
"SERPINB9",4.54919590637414e-155,0.880362069480056,0.497,0.252,9.46551192239268e-151,"High","SERPINB9"
"UQCRC1",3.38565762300359e-154,0.741495317784172,0.304,0.115,7.04453781618357e-150,"High","UQCRC1"
"CNIH4",1.89882999794547e-152,1.00045594408544,0.254,0.091,3.95089557672513e-148,"High","CNIH4"
"LAMTOR2",1.47010818917567e-151,1.02264619310351,0.346,0.142,3.05885410921782e-147,"High","LAMTOR2"
"YIPF3",1.49336250192548e-151,0.561767458309227,0.266,0.095,3.10723935775634e-147,"High","YIPF3"
"ZNF706",1.68045787961984e-149,0.657360439402835,0.586,0.291,3.49652871012501e-145,"High","ZNF706"
"GLUL",9.44832499418733e-148,1.1260181580873,0.502,0.269,1.96591298154056e-143,"High","GLUL"
"CMTM6",1.36853787006727e-147,1.0571203612894,0.529,0.309,2.84751674624897e-143,"High","CMTM6"
"PPIF",1.47374721629089e-145,0.871320271308206,0.299,0.118,3.06642583293645e-141,"High","PPIF"
"RPN1",8.06145653020506e-145,0.576014093144193,0.333,0.133,1.67734726023977e-140,"High","RPN1"
"NDUFC1",2.67809023426976e-143,1.13519080470646,0.268,0.101,5.57230235044508e-139,"High","NDUFC1"
"IGLC3",2.04428380379988e-142,6.94873631696952,0.289,0.122,4.25354131056642e-138,"High","IGLC3"
"LSM6",7.33965960804455e-142,1.07889499873357,0.267,0.102,1.52716297464583e-137,"High","LSM6"
"EIF4E2",1.47349846432546e-141,0.769543285514438,0.28,0.108,3.06590825472198e-137,"High","EIF4E2"
"PLEK",4.03788991929488e-139,1.15826636987212,0.525,0.324,8.40163755507686e-135,"High","PLEK"
"COL4A3BP",4.85288641958508e-136,0.777917326725779,0.291,0.117,1.00974007732307e-131,"High","COL4A3BP"
"NINJ1",5.03959294841342e-136,1.14365167226628,0.586,0.391,1.04858810477638e-131,"High","NINJ1"
"TPP1",1.11627311129867e-134,1.0924832257217,0.285,0.114,2.32262946267914e-130,"High","TPP1"
"RRBP1",1.42519294936563e-134,0.898439598157883,0.461,0.223,2.96539896974507e-130,"High","RRBP1"
"LAP3",1.95285794312837e-133,0.91224706705687,0.426,0.199,4.06331152226719e-129,"High","LAP3"
"SOCS3",2.2023799092948e-133,0.810586261046561,0.425,0.209,4.58249187726968e-129,"High","SOCS3"
"RIPK2",4.8537250540634e-133,0.713596910028552,0.384,0.177,1.00991457199897e-128,"High","RIPK2"
"CYB5R3",1.41626399008402e-132,0.775589773784718,0.25,0.094,2.94682048416782e-128,"High","CYB5R3"
"RGS19",6.1259266351816e-132,0.826475265943982,0.361,0.163,1.27462155498223e-127,"High","RGS19"
"PDXK",4.6231485344205e-131,0.602580662121067,0.364,0.156,9.61938515556873e-127,"High","PDXK"
"LYPLA1",3.3645504330411e-130,0.651183631311769,0.281,0.111,7.00062008602863e-126,"High","LYPLA1"
"ASAP1",7.06110353329923e-130,0.674077874539443,0.252,0.096,1.46920381217357e-125,"High","ASAP1"
"IGHG3",1.3286773962776e-129,6.84939069045789,0.4,0.261,2.76457905843481e-125,"High","IGHG3"
"NCOA3",7.74435836998434e-129,0.718139218374323,0.25,0.095,1.61136864604264e-124,"High","NCOA3"
"CHMP4B",3.46275071810756e-126,0.611080291935214,0.324,0.137,7.2049454191664e-122,"High","CHMP4B"
"PDE4B",4.31714597668482e-126,0.584676996919845,0.522,0.268,8.9826856336881e-122,"High","PDE4B"
"RILPL2",8.42342659261756e-124,0.752469400232534,0.439,0.227,1.75266237112594e-119,"High","RILPL2"
"RELT",1.31922619776554e-123,0.621634325154171,0.302,0.127,2.74491394969076e-119,"High","RELT"
"ALKBH7",3.90342066735377e-123,0.368471041960665,0.442,0.203,8.121847382563e-119,"High","ALKBH7"
"IGHG4",6.19025009391943e-123,6.01318974783881,0.429,0.304,1.28800533704181e-118,"High","IGHG4"
"KDELR1",1.24357870334559e-122,0.495591854255729,0.41,0.186,2.58751420805118e-118,"High","KDELR1"
"TMEM179B",1.43914894236997e-122,0.695649593848527,0.31,0.129,2.99443720438919e-118,"High","TMEM179B"
"UBE2R2",3.39336488957158e-122,0.721100432972187,0.44,0.22,7.06057432573159e-118,"High","UBE2R2"
"APLP2",5.07562674306859e-122,0.901319615797303,0.366,0.172,1.05608565643028e-117,"High","APLP2"
"ATP6AP1",3.64408570529433e-121,0.601972553225895,0.305,0.127,7.5822491270059e-117,"High","ATP6AP1"
"NANS",3.02244842931171e-120,0.439656349003501,0.413,0.189,6.28880844686888e-116,"High","NANS"
"GRB2",3.94183366074588e-120,0.678309184186534,0.553,0.293,8.20177329791396e-116,"High","GRB2"
"HAGH",5.1754758800577e-120,0.554941866450578,0.266,0.106,1.07686126636361e-115,"High","HAGH"
"STX11",6.75133283737868e-118,0.80030587123856,0.531,0.318,1.40474982347338e-113,"High","STX11"
"MTPN",1.74190901884286e-114,0.88302221897857,0.501,0.293,3.62439009550633e-110,"High","MTPN"
"BLOC1S1",4.12453827422879e-114,0.83275913811102,0.521,0.291,8.58192678718784e-110,"High","BLOC1S1"
"FCER1G",6.49425602605554e-114,1.3571164177805,0.628,0.59,1.35125985134138e-109,"High","FCER1G"
"NDUFAB1",8.4679892214118e-114,0.608416049484979,0.345,0.152,1.76193451729915e-109,"High","NDUFAB1"
"CD83",3.43024713723919e-111,1.14556646995156,0.561,0.428,7.13731521845359e-107,"High","CD83"
"CYSTM1",4.86864949298418e-110,0.479277906084919,0.309,0.134,1.01301990000522e-105,"High","CYSTM1"
"GNB2",1.01281752976161e-109,0.642684031461998,0.523,0.287,2.10736943417497e-105,"High","GNB2"
"MX2",1.20793863339093e-109,0.762957884299377,0.266,0.113,2.51335791449651e-105,"High","MX2"
"MGST3",3.22145876899231e-109,0.74358067938053,0.426,0.21,6.7028892606423e-105,"High","MGST3"
"VAMP5",4.80353566517811e-109,1.04387113891821,0.478,0.254,9.9947166585361e-105,"High","VAMP5"
"SEC11C",6.52320726167955e-109,1.14590037857117,0.45,0.255,1.35728373493766e-104,"High","SEC11C"
"RTN3",9.37837766546136e-109,0.520752701410806,0.33,0.147,1.95135904085254e-104,"High","RTN3"
"FOXO3",6.21362729501502e-108,0.616248513004244,0.307,0.138,1.29286943127378e-103,"High","FOXO3"
"CHMP2A",9.45586202683587e-108,0.576735462050755,0.416,0.2,1.96748121192374e-103,"High","CHMP2A"
"COMT",2.28624779404678e-107,1.11353947457843,0.25,0.104,4.75699578507313e-103,"High","COMT"
"DDAH2",4.99936879720943e-107,1.02123419399284,0.256,0.109,1.04021866563537e-102,"High","DDAH2"
"NDUFS7",8.821678392609e-107,0.499392038655517,0.474,0.236,1.83552662315015e-102,"High","NDUFS7"
"GUSB",1.45266453002286e-106,0.413968466637388,0.298,0.128,3.02255908761857e-102,"High","GUSB"
"OS9",3.29905106992329e-106,0.355171335827644,0.404,0.187,6.86433556118939e-102,"High","OS9"
"NDUFS6",2.09743440954778e-105,0.627519826500626,0.501,0.255,4.36413177594606e-101,"High","NDUFS6"
"CTBS",2.22860310392962e-105,0.631278185635271,0.259,0.108,4.63705447834636e-101,"High","CTBS"
"ICAM2",3.7000650240801e-104,0.279017429893513,0.401,0.191,7.69872529560345e-100,"High","ICAM2"
"DBNL",1.5702269134493e-103,0.663873411621089,0.37,0.178,3.26717113881395e-99,"High","DBNL"
"TSPO",9.24860036526662e-103,0.86104317670622,0.577,0.38,1.92435627800103e-98,"High","TSPO"
